암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,천안시광덕면보건지소,72,보건지소,340000,충남,340202,천안동남구,광덕면,31221,"충청남도 천안시 동남구 광덕면 신흥리3길 33-1, 광덕면보건지소",041-521-2577,,1984-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1115968,36.6985409
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,천안시광덕면보산원보건진료소,73,보건진료소,340000,충남,340202,천안동남구,광덕면,31218,"충청남도 천안시 동남구 광덕면 보산원2길 36, 보산원보건진료소",041-563-1665,,2006-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0766339,36.6850495
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,천안시광덕면행정보건진료소,73,보건진료소,340000,충남,340202,천안동남구,광덕면,31223,"충청남도 천안시 동남구 광덕면 차령고개로 1017, (광덕면)",041-566-6690,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.156801,36.686042
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,천안시동남구보건소,71,보건소,340000,충남,340202,천안동남구,문화동,31131,"충청남도 천안시 동남구 버들로 34, (문화동)",041-521-2651,,2007-11-01,5,2,0,0,0,2,0,0,0,1,0,0,0,0,127.1512768,36.8074578
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,천안시동면보건지소,72,보건지소,340000,충남,340202,천안동남구,동면,31258,"충청남도 천안시 동남구 동면 동산1길 15-1, 동면보건지소",041-521-2583,,1974-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3446612,36.7764832
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,천안시동면화덕보건진료소,73,보건진료소,340000,충남,340202,천안동남구,동면,31261,"충청남도 천안시 동남구 동면 화덕1길 33, (동면)",041-568-4491,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3958373,36.7609202
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,천안시립노인전문병원,28,요양병원,340000,충남,340202,천안동남구,목천읍,31064,"충청남도 천안시 동남구 목천읍 삼방로 735, (천안시립노인전문병원)",041-521-1114,http://cheonangh.co.kr,2005-11-21,4,0,0,0,3,0,0,0,0,1,0,0,0,0,127.2268643,36.8254161
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,천안시목천면덕전보건진료소,73,보건진료소,340000,충남,340202,천안동남구,목천읍,31235,"충청남도 천안시 동남구 목천읍 유왕골2길 10, (목천읍)",041-568-3393,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2241625,36.8183167
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,천안시목천읍보건지소,72,보건지소,340000,충남,340202,천안동남구,목천읍,31231,"충청남도 천안시 동남구 목천읍 서리1길 41-9, 41",041-521-2574,,1986-09-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.2347995,36.7853993
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,천안시병천면매성보건진료소,73,보건진료소,340000,충남,340202,천안동남구,병천면,31240,"충청남도 천안시 동남구 병천면 봉항로 586, (병천면)",041-553-2716,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3183875,36.8111083
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,천안시병천면보건지소,72,보건지소,340000,충남,340202,천안동남구,병천면,31254,"충청남도 천안시 동남구 병천면 병천2로 57-1, 보건과병천보건지소",041-521-2581,,1986-09-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.3020982,36.7660137
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,천안시북면보건지소,72,보건지소,340000,충남,340202,천안동남구,북면,31238,"충청남도 천안시 동남구 북면 위례성로 724-2, (북면)",521-2578,,1985-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2732386,36.8274219
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,천안시북면위례보건진료소,73,보건진료소,340000,충남,340202,천안동남구,북면,31062,"충청남도 천안시 동남구 북면 대평1길 108, (북면)",041-569-6103,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2814843,36.8680422
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,천안시서북구보건소,71,보건소,340000,충남,340201,천안서북구,불당동,31162,"충청남도 천안시 서북구 번영로 156, (불당동)",041-521-2552,http://www.cheonan.go.kr/health/,1980-01-01,5,2,0,0,0,1,0,0,0,2,0,0,0,0,127.113892,36.815147
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,천안시성거읍보건지소,72,보건지소,340000,충남,340201,천안서북구,성거읍,31045,"충청남도 천안시 서북구 성거읍 봉주로 469, 469",041-521-2572,,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1990193,36.8780155
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,천안시성남면보건지소,72,보건지소,340000,충남,340202,천안동남구,성남면,31245,"충청남도 천안시 동남구 성남면 신사대화로 141, (성남면)",041-521-2579,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2359772,36.7427592
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz,천안시성남면봉양보건진료소,73,보건진료소,340000,충남,340202,천안동남구,성남면,31249,"충청남도 천안시 동남구 성남면 봉양5길 25, 성남봉양보건진료소",041-553-0766,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2526125,36.7176859
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,천안시성남면화성보건진료소,73,보건진료소,340000,충남,340202,천안동남구,성남면,31244,"충청남도 천안시 동남구 성남면 화성3길 21-9, (성남면)",041-569-8033,,2006-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2608543,36.7523985
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,천안시성환읍보건지소,72,보건지소,340000,충남,340201,천안서북구,성환읍,31015,"충청남도 천안시 서북구 성환읍 성환13길 7, (성환읍)",041-550-2081,,1976-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1343397,36.918198
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQzNjE0ODEjODEjJDEjJDYjJDgz,천안시성환읍수향보건진료소,73,보건진료소,340000,충남,340201,천안서북구,성환읍,31005,"충청남도 천안시 서북구 성환읍 지족향길 57, 57",041-582-7775,,2006-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1455386,36.9499615
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,천안시성환읍신가보건진료소,73,보건진료소,340000,충남,340201,천안서북구,성환읍,31001,"충청남도 천안시 서북구 성환읍 가동길 14-4, (성환읍)",041-581-6558,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.115046,36.9522325
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjEyMjIjNTEjJDEjJDIjJDgz,천안시성환읍안궁보건진료소,73,보건진료소,340000,충남,340201,천안서북구,성환읍,31003,"충청남도 천안시 서북구 성환읍 안궁2길 92, (성환읍)",041-581-4926,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1362976,36.9625121
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,천안시수신면발산보건진료소,73,보건진료소,340000,충남,340202,천안동남구,수신면,31250,"충청남도 천안시 동남구 수신면 발산1길 132, (수신면)",041-551-2881,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2870152,36.7199451
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,천안시수신면보건지소,72,보건지소,340000,충남,340202,천안동남구,수신면,31251,"충청남도 천안시 동남구 수신면 수신로 436, (수신면)",041-521-2580,,1985-09-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.2818033,36.7308183
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,천안시입장면가산보건진료소,73,보건진료소,340000,충남,340201,천안서북구,입장면,31026,"충청남도 천안시 서북구 입장면 톨미길 17, (입장면)",041-582-5706,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.19385,36.9374429
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,천안시입장면기로보건진료소,73,보건진료소,340000,충남,340201,천안서북구,입장면,31056,"충청남도 천안시 서북구 입장면 기로2길 6, (입장면)",041-583-9495,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2431154,36.9093336
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz,천안시입장면보건지소,72,보건지소,340000,충남,340201,천안서북구,입장면,31055,"충청남도 천안시 서북구 입장면 입장로 129, (입장면)",041-521-2575,,1986-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2211117,36.912709
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,천안시직산면양당보건진료소,73,보건진료소,340000,충남,340201,천안서북구,직산읍,31029,"충청남도 천안시 서북구 직산읍 양전길 50, (직산읍)",041-583-4927,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1129939,36.8764085
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,천안시직산읍군서보건진료소,73,보건진료소,340000,충남,340201,천안서북구,직산읍,31032,"충청남도 천안시 서북구 직산읍 군서4길 2, (직산읍)",041-583-6193,,2006-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1633522,36.9007086
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,천안시직산읍보건지소,72,보건지소,340000,충남,340201,천안서북구,성거읍,31049,"충청남도 천안시 서북구 성거읍 봉주로 75, (성거읍)",041-521-2573,,1982-04-23,2,0,0,0,0,1,0,0,0,1,0,0,0,0,127.154648,36.878467
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,천안시풍세면미죽보건진료소,73,보건진료소,340000,충남,340202,천안동남구,풍세면,31215,"충청남도 천안시 동남구 풍세면 미죽2길 6, (풍세면)",041-566-6881,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1500652,36.7377265
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,천안시풍세면보건지소,72,보건지소,340000,충남,340202,천안동남구,풍세면,31217,"충청남도 천안시 동남구 풍세면 상정1길 9, (풍세면)",041-521-2576,,1987-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1182455,36.7221091
JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,천안시풍세면용정보건진료소,73,보건진료소,340000,충남,340202,천안동남구,풍세면,31214,"충청남도 천안시 동남구 풍세면 돈마루1길 29, (풍세면)",041-566-7796,,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1026664,36.7430529
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,천안쌍용요양병원,28,요양병원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 167-12, 쌍용가구백화점 2층 (쌍용동)",041-574-1777,www.쌍용요양병원.com,2018-07-09,4,0,0,0,3,0,0,0,0,1,0,0,0,0,127.1252108,36.794823
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,천안약손한의원,93,한의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수4로 16, 바젤나인 304호 (청당동)",041-577-1079,,2004-09-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1528761,36.7832667
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,천안엔도내과의원,31,의원,340000,충남,340202,천안동남구,신방동,31175,"충청남도 천안시 동남구 서부대로 293, 삼성빌딩 5층 (신방동)",041-592-7201,,2012-10-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1277962,36.7937223
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,천안엘츠의원,31,의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당22대로 86, 마블러스에스타워 4층 410,411,412호 (불당동)",041-414-1441,,2025-02-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1081509,36.8154373
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,천안연세내과의원,31,의원,340000,충남,340201,천안서북구,백석동,31097,"충청남도 천안시 서북구 한들2로 8, 6층 603.604.605호 (백석동)",041-417-7505,,2024-06-24,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1188787,36.8236078
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,천안영상의학과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 175, 4층 (쌍용동)",574-4545,,1984-06-07,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1264579,36.7947993
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,천안영플란트치과의원,51,치과의원,340000,충남,340202,천안동남구,신부동,31124,"충청남도 천안시 동남구 만남로 58, 3층 (신부동)",041-566-2801,http://cheonan.yongplant.com,2011-12-15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1587644,36.8187122
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,천안예인치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 178, 5층 502호 (불당동)",041-523-2879,,2005-09-22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1086065,36.8169717
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,천안오케이내과의원,31,의원,340000,충남,340201,천안서북구,두정동,31104,"충청남도 천안시 서북구 두정로 258, 4층 (두정동)",041-553-2479,,2020-09-11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.145739,36.8329799
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,천안요양병원,28,요양병원,340000,충남,340202,천안동남구,구성동,31193,"충청남도 천안시 동남구 삼룡천3길 10, (구성동, 이라의료재단 천안병원)",041-569-5533,,2008-10-17,8,3,0,0,4,0,0,0,0,0,0,0,1,0,127.1640064,36.7909072
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,천안우리병원,21,병원,340000,충남,340202,천안동남구,청당동,31211,"충청남도 천안시 동남구 남부대로 350, (청당동)",041-590-9000,http://www.spinewoori.com,2009-02-09,20,1,0,0,19,0,0,0,0,0,0,0,0,0,127.1557347,36.7810029
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,천안우리요양병원,28,요양병원,340000,충남,340201,천안서북구,쌍용동,31172,"충청남도 천안시 서북구 쌍용19로 21, (쌍용동, 유림빌딩(2,3,4층))",041-415-1004,,2014-11-14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1212785,36.7941814
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,천안자생한방병원,92,한방병원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 71, 정석프라자 8,9층 (불당동)",1577-0007,,2019-04-25,15,0,0,0,2,0,0,0,0,1,5,0,7,0,127.1081762,36.8129631
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,천안재활병원,21,병원,340000,충남,340201,천안서북구,성정동,31140,"충청남도 천안시 서북구 쌍용대로 225, (성정동)",041-575-7100,,2013-07-05,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.1349515,36.8175781
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,천안정다운내과의원,31,의원,340000,충남,340202,천안동남구,원성동,31126,"충청남도 천안시 동남구 버들로 115-2, 다온메디피아 2층 (원성동)",041-414-0500,,2022-08-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1593365,36.8065395
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,천안제일의원,31,의원,340000,충남,340202,천안동남구,구성동,31193,"충청남도 천안시 동남구 충절로 279, 1층 (구성동)",041-565-0020,,2001-02-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1602788,36.7941181
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,천안중앙병원,29,정신병원,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 동서대로 129-16, (성정동)",041-561-0245,,2007-03-26,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1379146,36.8271927
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,천안중앙플란트치과의원,51,치과의원,340000,충남,340202,천안동남구,사직동,31130,"충청남도 천안시 동남구 대흥로 109, 2층 (사직동)",041-417-2804,,2024-06-28,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.1504299,36.7995902
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,천안진한의원,93,한의원,340000,충남,340202,천안동남구,원성동,31125,"충청남도 천안시 동남구 성황로 85, (원성동, 양지빌딩)",041-552-8275,,2003-07-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1586062,36.8125039
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,천안치과의원,51,치과의원,340000,충남,340202,천안동남구,원성동,31127,"충청남도 천안시 동남구 충절로 118, 3층 (원성동)",041-565-1106,,1982-04-26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1582441,36.80844
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,천안탑정형외과의원,31,의원,340000,충남,340202,천안동남구,문화동,31128,"충청남도 천안시 동남구 버들로 41, 파리빌딩 3층 (문화동)",041-414-0175,,2024-04-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1520352,36.807211
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,천안튼튼정형외과의원,31,의원,340000,충남,340201,천안서북구,성정동,31146,"충청남도 천안시 서북구 성정로 82, (성정동)",041-577-6200,,2012-05-31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1391883,36.8135316
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,천안퍼스트힐요양병원,28,요양병원,340000,충남,340201,천안서북구,백석동,31097,"충청남도 천안시 서북구 백석로 99, 1층~4층 (백석동)",041-904-7000,,2022-11-09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.122742,36.8239736
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,천안한의원,93,한의원,340000,충남,340202,천안동남구,영성동,31131,"충청남도 천안시 동남구 큰시장길 53-1, (영성동, 천안한의원)",041-551-1026,,1985-08-13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,127.1527183,36.8023056
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,천일한의원,93,한의원,340000,충남,340202,천안동남구,영성동,31131,"충청남도 천안시 동남구 수선정길 16-1, (영성동)",041-567-2489,,1990-08-28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1508635,36.803441
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,청담맥의원,31,의원,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 만남로 9, 3층 (신부동)",554-8084,,2014-06-26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.15299,36.8191757
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,청담한의원,93,한의원,340000,충남,340202,천안동남구,청수동,31194,"충청남도 천안시 동남구 청수6로 106-3, 3층 (청수동)",041-565-7975,,2012-01-26,3,0,0,0,0,0,0,0,0,3,0,0,0,0,127.155334,36.7895977
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,청당 앤 미소치과의원,51,치과의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수4로 16, 4층 403,404호 (청당동, 바젤나인)",041-581-2875,,2017-08-03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1528761,36.7832667
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,청당라이프의원,31,의원,340000,충남,340202,천안동남구,청당동,31211,"충청남도 천안시 동남구 청당5로 36, 4층 401,402호 (청당동)",041-552-7701,,2023-03-07,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1527083,36.7803051
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,청당맑은정신건강의학과의원,31,의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수11로 18, 7층 702호 일부 (청당동)",041-414-0707,,2025-01-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1544815,36.7826136
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,청당메디컬의원,31,의원,340000,충남,340202,천안동남구,청당동,31211,"충청남도 천안시 동남구 청당5로 36, 2층 205호 (청당동)",041-415-1375,,2024-02-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1527083,36.7803051
